count,tInitial,tFinal,accel_M_x,accel_M_y,accel_M_z,accel_H,gyro_M_x,gyro_M_y,gyro_M_z,mag_M_x,mag_M_y,mag_M_z,temp
5869,140146,140155,0,106,935,15,88,30,3,20982,17217,25977,"(12213, -171)"
5870,140172,140180,10,104,942,175,85,32,0,20677,17001,25876,"(12198, -171)"
5871,140194,140202,2,105,939,0,85,28,1,20964,17265,26049,"(12207, -171)"
5872,140216,140224,4,110,937,95,85,30,-1,20887,17181,26019,"(12237, -171)"
5873,140237,140246,4,110,941,-175,89,28,3,20851,17025,26079,"(12221, -171)"
5874,140259,140268,4,113,940,-95,90,33,0,20809,16923,25876,"(12238, -171)"
5875,140281,140290,9,106,946,-255,89,32,0,20725,17127,26271,"(12243, -171)"
5876,140303,140311,4,109,933,-63,86,27,4,21006,17199,26127,"(12247, -171)"
5877,140325,140333,12,103,924,127,88,35,2,20827,17169,26073,"(12209, -171)"
5878,140347,140355,4,105,928,-95,86,34,0,20785,17205,25941,"(12197, -171)"
5879,140369,140377,9,100,933,-223,88,29,1,20964,17007,25923,"(12181, -171)"
5880,140394,140402,8,107,929,351,85,28,0,20988,17085,25888,"(12241, -171)"
5881,140416,140424,4,103,934,0,82,29,4,20779,17031,25947,"(12244, -171)"
5882,140451,140459,11,102,937,127,86,34,3,20779,17211,26175,"(12257, -171)"
5883,140472,140481,6,113,937,-79,83,29,3,20863,17355,25906,"(12252, -171)"
5884,140494,140503,4,107,932,-111,83,29,291,20928,17205,25947,"(11516, -171)"
5885,140516,140525,6,106,940,-159,86,33,3,20713,17211,25906,"(12206, -171)"
5886,140538,140547,5,108,932,-191,86,29,2,20845,17151,25971,"(12167, -171)"
5887,140560,140568,6,108,933,-207,91,28,2,20779,17139,26265,"(12194, -171)"
5888,140582,140590,-2,113,940,-63,84,29,4,20821,17265,26289,"(12260, -171)"
5889,140604,140612,5,106,939,-63,88,34,1,21018,17091,26019,"(12254, -171)"
5890,140629,140637,2,104,933,-271,91,28,-2,20863,17432,25989,"(12290, -171)"
5891,140651,140659,9,105,938,-15,83,33,0,20707,17199,26295,"(12226, -171)"
5892,140713,140721,13,106,939,143,86,32,4,20809,17037,26067,"(12257, -171)"
5893,140734,140743,6,98,933,191,80,30,0,20988,17223,26193,"(12224, -171)"
5894,140756,140765,4,109,939,31,88,27,0,20875,17295,26055,"(12203, -171)"
5895,140802,140810,5,100,934,0,86,32,2,21006,17307,26331,"(11543, -171)"
5896,140850,140858,4,110,935,31,86,30,1,20940,17103,26061,"(12261, -171)"
5897,140909,140918,11,106,930,-191,85,29,0,21066,17325,25864,"(12253, -171)"
5898,140931,140940,9,100,943,-47,83,30,2,20940,17349,26127,"(12223, -171)"
5899,140953,140962,9,103,929,-79,88,30,1,20845,17414,25912,"(12221, -171)"
5900,140978,140987,3,105,938,367,88,30,-2,20821,17283,26247,"(12221, -171)"
5901,141000,141009,4,104,929,15,91,30,1,20928,17456,26151,"(12206, -171)"
5902,141022,141031,6,104,930,63,78,27,289,20773,17426,26001,"(12207, -171)"
5903,141044,141053,16,103,933,207,85,29,-2,20527,17390,25953,"(12217, -171)"
5904,141066,141075,2,112,939,-223,85,29,-3,20761,17486,25624,"(12235, -171)"
5905,141088,141097,4,104,938,79,84,30,6,20749,17402,25822,"(12276, -171)"
5906,141110,141118,4,111,940,-63,88,34,3,20833,17570,26085,"(11542, -171)"
5907,141132,141140,4,110,934,-31,84,30,0,20659,17420,26025,"(12241, -171)"
5908,141158,141167,0,111,932,-127,84,32,2,20743,17313,25971,"(12273, -171)"
5909,141180,141189,4,104,936,95,91,35,3,20767,17319,25768,"(12216, -171)"
5910,141206,141214,3,109,941,-31,85,27,0,20629,17115,26289,"(12213, -171)"
5911,141228,141236,8,104,934,-63,88,27,2,20803,17151,25989,"(12228, -171)"
5912,141249,141258,9,107,929,-31,85,28,-1,20785,17349,26229,"(12254, -171)"
5913,141271,141280,8,100,937,47,85,29,2,20599,17343,25923,"(12230, -171)"
5914,141293,141302,2,101,938,111,81,29,-1,20761,17396,26307,"(12239, -171)"
5915,141315,141324,5,100,933,191,83,32,3,20779,17474,26007,"(12253, -171)"
5916,141337,141346,4,102,934,255,85,28,-2,20821,17289,26001,"(12254, -171)"
5917,141359,141368,3,106,945,-47,82,30,1,20881,17462,26073,"(12216, -171)"
5918,141381,141389,8,106,935,-127,77,32,-1,20743,17313,25959,"(12188, -171)"
5919,141403,141411,8,104,939,335,85,32,-289,20629,17672,26079,"(12211, -171)"
5920,141428,141437,6,107,943,-31,91,34,4,20755,17301,25864,"(12239, -171)"
5921,141454,141463,6,106,935,47,86,33,-2,20767,17438,26013,"(12242, -171)"
5922,141477,141485,7,108,933,-79,83,35,1,20767,17253,26169,"(12275, -171)"
5923,141499,141507,2,104,930,159,83,28,-1,20755,17313,26235,"(12243, -171)"
5924,141520,141529,0,100,929,-47,85,27,2,20785,17301,26181,"(12229, -171)"
5925,141542,141551,6,104,934,319,84,32,-2,20791,17229,26211,"(12196, -171)"
5926,141564,141573,4,106,940,-335,82,30,4,20911,17402,26145,"(12223, -171)"
5927,141586,141595,4,114,924,-159,83,34,-2,20934,17289,26133,"(12216, -171)"
5928,141608,141617,174,107,935,143,84,32,-2,20653,17390,25810,"(12240, -171)"
5929,141630,141639,3,102,933,127,82,29,-1,20917,17301,26163,"(12265, -171)"
5930,141655,141664,2,106,936,63,85,29,-1,20881,17265,25804,"(12255, -171)"
5931,141677,141686,4,114,935,0,88,30,-1,21060,17295,25971,"(12227, -171)"
5932,141705,141713,6,102,930,15,90,32,1,20839,17163,25894,"(12256, -171)"
5933,141727,141735,7,105,933,31,85,29,291,20881,17402,25642,"(12215, -171)"
5934,141753,141761,7,108,924,-31,82,30,3,20923,17355,25762,"(12209, -171)"
5935,141775,141784,4,109,922,-175,84,34,-1,20881,17396,25900,"(12216, -171)"
5936,141797,141806,9,105,933,-143,81,32,3,20893,17606,25738,"(12235, -171)"
5937,141819,141828,6,103,928,367,85,28,2,20940,17331,26139,"(12259, -171)"
5938,141841,141850,4,102,939,-95,86,28,-1,20934,17247,25912,"(12215, -171)"
5939,141863,141871,0,108,929,-175,84,28,2,21012,17253,25894,"(12240, -171)"
5940,141888,141897,0,103,939,-191,82,32,2,21060,17343,25995,"(12223, -171)"
5941,141910,141919,2,110,937,111,88,27,-1,21138,17390,25816,"(12226, -171)"
5942,141932,141941,9,108,932,-143,84,32,-2,21240,17366,25917,"(12185, -171)"
5943,141954,141963,-1,98,936,271,81,28,1,21060,17151,25846,"(12222, -171)"
5944,141976,141984,3,112,943,0,86,28,0,20923,17283,26037,"(11585, -171)"
5945,141998,142006,4,108,929,-95,85,27,6,21324,17366,25768,"(12219, -171)"
5946,142020,142028,6,103,949,287,89,35,1,21132,17366,26211,"(12244, -171)"
5947,142042,142050,4,110,929,-159,89,29,-4,21174,17241,25983,"(12237, -171)"
5948,142068,142077,1,105,926,-207,83,26,4,20964,17390,25912,"(12238, -171)"
5949,142090,142099,4,106,938,-31,89,28,3,20934,17253,26289,"(12208, -171)"
5950,142156,142164,-1,112,935,-287,86,28,1,21066,17187,25971,"(12188, -171)"
5951,142178,142186,2,109,938,79,88,35,1,21174,17205,26319,"(12204, -171)"
5952,142199,142208,2,114,937,63,84,26,0,21012,17253,26025,"(12260, -171)"
5953,142221,142230,6,109,946,111,77,32,-3,20928,16876,26211,"(12279, -171)"
5954,142243,142252,2,104,932,415,89,32,3,20934,17211,25702,"(12257, -171)"
5955,142265,142274,13,108,934,-159,92,28,-3,20851,17319,25708,"(12229, -171)"
5956,142287,142296,6,110,931,159,86,30,1,20934,17097,26193,"(12241, -171)"
5957,142309,142318,3,108,934,0,84,28,3,21132,17127,25995,"(12231, -171)"
5958,142331,142339,3,110,929,-255,86,30,5,21114,17229,26277,"(12227, -171)"
5959,142353,142361,8,97,927,-47,92,34,2,20952,17157,26283,"(12225, -171)"
5960,142378,142387,0,105,928,143,85,29,2,20982,16906,26390,"(12233, -171)"
5961,142404,142413,0,105,936,-175,84,32,4,20719,17019,26013,"(12275, -171)"
5962,142427,142435,8,102,943,127,89,30,-2,21072,17253,26151,"(12268, -171)"
5963,142449,142457,5,105,932,0,84,26,-1,20934,17277,25894,"(12232, -171)"
5964,142470,142479,4,110,936,63,91,32,1,20791,17289,26169,"(12220, -171)"
5965,142492,142501,4,108,923,111,88,29,-1,20803,17468,26247,"(12205, -171)"
5966,142514,142523,7,106,933,0,83,33,-2,20683,17145,26372,"(12206, -171)"
5967,142536,142545,4,111,935,-79,85,28,1,20911,17366,26253,"(12190, -171)"
5968,142558,142567,6,111,940,-95,90,32,1,20928,17361,26073,"(12270, -171)"
5969,142580,142589,6,101,941,-127,85,28,1,20928,17253,25923,"(12264, -171)"
5970,142605,142614,4,102,937,-47,86,30,0,20713,17301,26031,"(12263, -171)"
5971,142627,142636,3,109,941,-159,83,29,2,21054,17307,26109,"(12229, -171)"
5972,142649,142658,4,112,926,0,88,33,0,20845,17355,26079,"(12233, -171)"
5973,142671,142680,5,112,947,127,88,33,3,20881,17037,26349,"(12218, -171)"
5974,142697,142706,3,102,937,255,89,32,1,20749,17444,25792,"(12232, -171)"
5975,142719,142728,3,114,941,15,83,32,3,20719,17420,26139,"(12220, -171)"
5976,142741,142750,2,111,936,127,88,30,3,20857,17396,25894,"(12267, -171)"
5977,142763,142772,11,110,937,255,88,30,1,20899,17414,25923,"(12252, -171)"
5978,142785,142794,4,103,938,0,81,32,1,20821,17289,25660,"(12242, -171)"
5979,142807,142815,0,100,931,-15,83,26,1,21072,17546,26019,"(12247, -171)"
5980,142832,142841,7,105,930,0,85,29,1,20791,17456,26277,"(12268, -171)"
5981,142854,142863,2,111,927,111,82,32,1,20887,17115,26235,"(12235, -171)"
5982,142876,142885,2,111,928,-95,81,30,0,20809,17366,26163,"(12226, -171)"
5983,142919,142928,4,111,937,383,78,32,2,20839,17361,26061,"(12228, -171)"
5984,142941,142950,2,100,934,63,83,34,0,21036,17588,25882,"(12272, -171)"
5985,142963,142972,7,107,933,207,93,30,2,21078,17516,25804,"(12251, -171)"
5986,142985,142993,2,108,931,95,86,30,8,21108,17594,26211,"(12240, -171)"
5987,143011,143020,2,101,935,-111,83,33,0,20911,17331,26259,"(12277, -171)"
5988,143033,143042,4,108,933,47,85,30,3,20851,17444,25828,"(12263, -171)"
5989,143055,143064,4,108,935,207,97,29,1,21072,17504,26205,"(11534, -171)"
5990,143081,143089,5,102,926,79,90,29,2,20988,17414,25774,"(12189, -171)"
5991,143102,143111,4,101,941,31,89,33,0,20994,17474,26019,"(12186, -171)"
5992,143124,143133,3,102,935,-111,86,30,2,21090,17546,25642,"(12246, -171)"
5993,143146,143155,9,104,932,-159,85,32,0,20815,17558,25642,"(12244, -171)"
5994,143168,143177,1,104,939,-31,88,34,-2,21024,17474,25798,"(12226, -171)"
5995,143190,143199,5,104,937,-143,84,28,3,21036,17708,25965,"(12228, -171)"
5996,143212,143220,5,103,938,-399,85,32,6,20928,17438,25906,"(12245, -171)"
5997,143234,143242,8,100,937,-63,90,33,290,20725,17235,26193,"(12223, -171)"
5998,143256,143264,3,106,942,191,90,27,0,20863,17187,26115,"(12187, -171)"
5999,143278,143286,0,102,936,63,84,33,0,20827,17355,26055,"(12202, -171)"
6000,143307,143316,8,104,941,-239,86,28,5,20851,17361,26025,"(12255, -171)"
6001,143329,143338,2,113,937,175,82,34,4,20887,17331,26217,"(12252, -171)"
6002,143351,143360,3,110,935,-31,86,28,6,20569,17361,25947,"(12255, -171)"
6003,143373,143382,6,102,943,-191,88,30,2,20755,17277,26181,"(12235, -171)"
6004,143402,143411,4,106,939,-79,86,32,5,20701,17420,25822,"(12249, -171)"
6005,143424,143432,9,103,933,-15,81,32,-3,20587,17361,26133,"(12209, -171)"
6006,143446,143454,6,106,943,111,90,35,3,20743,17133,26235,"(12228, -171)"
6007,143468,143476,7,112,928,127,88,32,3,20551,17313,26181,"(12190, -171)"
6008,143530,143538,8,111,937,0,89,32,1,20833,17229,25858,"(12266, -171)"
6009,143552,143560,3,99,925,-127,84,32,1,20755,17247,25840,"(12225, -171)"
6010,143577,143585,8,106,939,15,89,35,1,20755,17241,25606,"(12235, -171)"
6011,143599,143607,4,112,927,-79,94,36,2,20635,17456,26031,"(12251, -171)"
6012,143621,143629,2,107,937,-175,85,30,5,21042,17247,25965,"(12249, -171)"
6013,143647,143655,6,106,934,175,81,29,-1,20881,17163,26013,"(12231, -171)"
6014,143669,143678,3,106,931,-47,88,33,1,20767,17103,25876,"(11535, -171)"
6015,143691,143699,3,107,933,255,89,33,1,20719,17199,25786,"(12208, -171)"
6016,143713,143721,7,114,933,95,86,29,6,20635,17085,25678,"(12254, -171)"
6017,143735,143743,5,108,930,143,96,25,1,20767,17283,25798,"(12234, -171)"
6018,143757,143765,4,102,939,-79,82,32,-1,20527,17456,25732,"(12228, -171)"
6019,143779,143787,4,116,926,-175,85,32,-4,20785,17337,25912,"(12242, -171)"
6020,143804,143812,3,112,933,-207,88,30,2,20827,17355,25588,"(12237, -171)"
6021,143826,143834,8,105,937,0,89,32,9,20677,17325,25959,"(12223, -171)"
6022,143847,143856,11,114,938,-31,91,32,-4,20749,17085,25989,"(12180, -171)"
6023,143869,143878,4,102,930,95,89,29,2,20623,17103,26073,"(12207, -171)"
6024,143891,143900,3,108,937,15,82,30,3,20707,17103,25714,"(12236, -171)"
6025,143913,143922,4,103,935,-31,91,29,291,20797,17366,25828,"(12245, -171)"
6026,143939,143948,10,97,933,207,89,32,0,20581,17313,26085,"(12277, -171)"
6027,143962,143970,4,111,928,175,90,33,1,20779,17331,25965,"(12257, -171)"
6028,143983,143992,5,101,941,-111,82,33,0,20677,17319,25732,"(12258, -171)"
6029,144005,144014,8,106,935,-63,82,30,0,20731,17223,25636,"(12200, -171)"
6030,144031,144039,8,105,928,-207,84,34,3,20952,17432,25876,"(12226, -171)"
6031,144052,144061,10,104,927,271,86,29,-1,20905,17091,25876,"(12213, -171)"
6032,144074,144083,4,110,933,111,85,34,5,20917,17337,25894,"(12249, -171)"
6033,144096,144105,4,108,935,0,89,32,5,21024,17343,25756,"(12231, -171)"
6034,144118,144127,8,106,933,95,85,28,4,20923,17211,25864,"(12269, -171)"
6035,144140,144148,3,97,924,-63,91,29,2,20689,17145,26067,"(12269, -171)"
6036,144162,144170,6,107,930,0,84,34,3,20839,17265,25971,"(12239, -171)"
6037,144184,144192,3,106,941,0,88,33,-2,20450,17372,25923,"(12219, -171)"
6038,144205,144214,0,106,937,-63,83,34,1,20761,17181,25618,"(12203, -171)"
6039,144232,144240,6,106,930,47,91,29,2,20785,17301,25965,"(12221, -171)"
6040,144257,144266,4,111,933,111,83,29,3,20791,17384,25882,"(12282, -171)"
6041,144279,144288,0,100,939,-15,92,29,-2,20743,17277,26037,"(12226, -171)"
6042,144301,144309,4,110,933,-287,88,33,2,20755,17307,25959,"(12257, -171)"
6043,144323,144331,4,98,924,-143,81,27,1,20671,17157,26151,"(12250, -171)"
6044,144345,144353,2,102,937,-79,78,33,-2,20599,17235,25816,"(12237, -171)"
6045,144372,144381,1,99,928,111,92,29,3,20665,17361,25702,"(12190, -171)"
6046,144394,144403,1,114,926,31,91,30,2,20641,17444,25786,"(12217, -171)"
6047,144416,144425,3,110,929,95,86,28,2,20803,17253,25678,"(12203, -171)"
6048,144438,144447,2,113,936,175,85,32,0,20719,17223,25786,"(12260, -171)"
6049,144460,144468,6,104,936,-79,82,34,-2,20749,17522,25660,"(12261, -171)"
6050,144485,144494,6,110,932,271,90,29,2,20749,17301,25870,"(12263, -171)"
6051,144507,144516,3,103,930,79,86,33,6,20695,17253,25756,"(12233, -171)"
6052,144529,144537,8,106,929,63,91,37,1,20911,17378,25923,"(12228, -171)"
6053,144555,144564,5,110,928,-143,90,30,3,20731,17229,25917,"(12246, -171)"
6054,144577,144586,7,111,931,-159,85,35,3,20791,17223,25834,"(12232, -171)"
6055,144599,144608,9,106,926,127,89,33,2,20791,17187,25995,"(12217, -171)"
6056,144621,144630,0,102,931,0,82,29,0,20653,17570,25995,"(12232, -171)"
6057,144643,144651,6,117,941,-15,88,30,2,20809,17528,26169,"(12259, -171)"
6058,144665,144673,6,113,926,143,92,29,-2,21084,17199,26001,"(12258, -171)"
6059,144687,144695,6,110,941,63,83,34,4,20785,17223,25888,"(12243, -171)"
6060,144712,144720,1,105,932,-95,84,33,-2,20731,17043,25678,"(12243, -171)"
6061,144734,144742,2,108,937,-95,85,36,5,20641,17301,25906,"(12206, -171)"
6062,144756,144764,2,112,940,111,85,33,1,20689,16989,25846,"(12212, -171)"
6063,144778,144786,5,108,940,175,83,32,1,20641,17247,26169,"(12218, -171)"
6064,144799,144808,6,106,930,31,85,32,4,20839,17049,25971,"(12265, -171)"
6065,144821,144830,1,114,935,95,86,30,1,20521,17319,25684,"(12237, -171)"
6066,144888,144897,11,113,938,303,88,35,0,20719,17259,25917,"(12237, -171)"
6067,144910,144919,4,105,937,-319,86,28,3,20815,17313,25882,"(12285, -171)"
6068,144932,144941,8,111,933,-223,85,29,1,20952,17265,25708,"(12268, -171)"
6069,144975,144984,4,97,934,-111,83,32,0,20863,17534,25900,"(12239, -171)"
6070,145001,145009,13,110,928,127,83,27,5,20964,17283,26085,"(11546, -171)"
6071,145022,145031,10,105,933,-175,80,33,1,20887,17331,25977,"(12224, -171)"
6072,145044,145053,8,103,939,111,91,32,-3,21030,17378,25941,"(12268, -171)"
6073,145066,145075,5,113,939,-143,85,32,4,20833,17384,25977,"(12260, -171)"
6074,145088,145097,4,107,934,-47,81,29,1,20713,17378,26043,"(12221, -171)"
6075,145110,145118,1,104,936,31,82,28,0,20964,17271,26013,"(12268, -171)"
6076,145132,145140,4,102,928,79,84,29,4,20713,17349,26049,"(12245, -171)"
6077,145154,145162,8,109,928,-31,93,28,4,20671,17115,25906,"(12216, -171)"
6078,145176,145184,4,96,939,127,80,34,1,20797,17091,25702,"(12224, -171)"
6079,145201,145209,3,109,933,-31,89,29,-2,20635,17235,26241,"(12209, -171)"
6080,145226,145235,5,112,928,-159,85,32,3,20881,17343,25786,"(12282, -171)"
6081,145248,145257,6,108,940,79,85,30,0,20773,17259,25816,"(12267, -171)"
6082,145270,145279,4,99,937,-191,89,28,1,20875,17235,25648,"(12241, -171)"
6083,145292,145301,13,97,935,0,83,36,-4,21024,17271,25864,"(12242, -171)"
6084,145314,145322,9,107,933,111,85,25,-8,20958,17283,25636,"(12248, -171)"
6085,145336,145344,4,101,933,-95,83,30,-1,20731,17247,25977,"(12228, -171)"
6086,145358,145366,4,110,929,175,82,33,0,20809,17307,25846,"(12220, -171)"
6087,145379,145388,2,108,930,31,91,30,1,20857,17193,25882,"(12245, -171)"
6088,145401,145410,8,109,941,-31,85,28,-2,20845,17103,25888,"(12260, -171)"
6089,145423,145432,6,106,928,-111,92,28,-2,20671,17175,25959,"(12239, -171)"
6090,145448,145457,5,109,932,15,85,28,-2,20659,17139,26085,"(12281, -171)"
6091,145470,145479,4,109,943,223,89,30,2,20617,17061,26097,"(12259, -171)"
6092,145495,145504,5,108,943,239,81,28,2,20869,17402,26139,"(12290, -171)"
6093,145517,145526,0,106,941,239,84,37,1,20677,17331,26217,"(12238, -171)"
6094,145539,145547,6,109,935,-111,76,29,-4,20833,17253,25876,"(12249, -171)"
6095,145561,145569,5,100,933,-191,83,32,1,20905,17271,25953,"(12199, -171)"
6096,145583,145591,3,104,931,79,85,32,0,20839,17301,25971,"(12237, -171)"
6097,145605,145613,2,106,938,-143,92,29,1,20815,17193,25660,"(12259, -171)"
6098,145626,145635,4,110,938,95,85,30,4,20911,17384,25971,"(12260, -171)"
6099,145648,145657,3,100,930,0,88,28,-2,20833,17007,25744,"(12235, -171)"
6100,145673,145682,4,106,941,47,92,27,4,20893,17169,25780,"(12263, -171)"
6101,145695,145704,8,107,926,-63,84,30,4,21006,17319,26343,"(12214, -171)"
6102,145717,145726,4,108,935,0,89,30,1,20952,17187,25816,"(11540, -171)"
6103,145739,145748,6,114,936,-127,85,30,-3,21036,17408,25953,"(12236, -171)"
6104,145761,145769,7,106,935,63,86,34,-1,21036,17456,25666,"(12236, -171)"
6105,145787,145796,8,117,934,63,80,29,4,21138,17396,25798,"(12258, -171)"
6106,145809,145818,5,108,936,-143,93,33,-1,20958,17432,25804,"(12290, -171)"
6107,145831,145840,1,110,930,-31,88,33,2,21114,17456,26073,"(12254, -171)"
6108,145853,145862,6,108,937,-175,84,27,6,20803,17378,26025,"(12248, -171)"
6109,145875,145884,5,106,945,-143,81,29,3,20851,17462,25912,"(12192, -171)"
6110,145900,145909,0,105,935,255,91,28,1,20851,17678,26109,"(12226, -171)"
6111,145922,145931,7,109,935,15,83,33,3,21048,17594,26067,"(11515, -171)"
6112,145944,145953,7,104,925,191,88,34,2,20988,17414,26139,"(12269, -171)"
6113,145966,145975,0,110,938,0,83,29,0,21120,17420,25935,"(12261, -171)"
6114,145988,145997,2,109,933,-111,89,33,0,21036,17750,25732,"(12248, -171)"
6115,146017,146026,3,102,930,15,90,29,0,20875,17474,25774,"(12255, -171)"
6116,146039,146048,7,107,926,-47,85,27,0,21090,17570,26049,"(12221, -171)"
6117,146061,146070,7,107,937,-367,83,30,0,21114,17666,25858,"(12233, -171)"
6118,146087,146096,4,100,941,0,81,33,3,20851,17366,26019,"(12221, -171)"
6119,146110,146118,6,106,939,-95,85,28,2,20779,17325,25804,"(12233, -171)"
6120,146135,146143,0,110,924,159,88,28,8,20683,17145,26043,"(12251, -171)"
6121,146157,146165,6,108,935,15,86,29,2,20695,17199,25648,"(12246, -171)"
6122,146179,146187,4,100,935,239,88,30,4,20737,17157,26253,"(12277, -171)"
6123,146201,146209,7,111,934,-271,81,28,0,20881,17253,25983,"(12239, -171)"
6124,146262,146271,-1,97,933,-95,77,28,1,20899,17396,26115,"(12269, -171)"
6125,146284,146293,2,104,930,-175,86,27,2,20821,17432,25894,"(12237, -171)"
6126,146306,146315,9,107,943,31,91,30,1,20797,17259,26007,"(12206, -171)"
6127,146328,146337,0,105,937,63,83,28,5,21108,17516,26277,"(12220, -171)"
6128,146350,146359,4,106,937,-191,93,30,-1,20940,17337,26450,"(12230, -171)"
6129,146372,146381,6,103,941,-95,85,29,-1,20863,17432,26241,"(12234, -171)"
6130,146397,146406,7,106,941,-47,90,28,3,20833,17504,26301,"(12244, -171)"
6131,146424,146432,4,103,948,127,81,27,1,20887,17474,26169,"(12264, -171)"
6132,146446,146454,6,113,934,-303,85,30,1,20833,17504,26271,"(12274, -171)"
6133,146468,146476,7,101,930,-47,84,33,5,20845,17295,26325,"(12214, -171)"
6134,146490,146498,3,108,936,127,86,30,0,20731,17516,26139,"(12223, -171)"
6135,146512,146520,2,103,938,191,86,26,3,20809,17426,26301,"(12215, -171)"
6136,146534,146542,4,112,938,415,89,28,3,20887,17390,26139,"(12249, -171)"
6137,146555,146564,6,115,936,159,82,32,8,20785,17241,26037,"(12264, -171)"
6138,146577,146586,4,111,927,-47,83,27,6,20833,17253,26091,"(12280, -171)"
6139,146599,146608,8,106,929,367,85,33,2,20851,17540,26031,"(12234, -171)"
6140,146625,146633,6,104,943,63,85,30,-2,20749,17414,26127,"(12281, -171)"
6141,146646,146655,1,104,927,95,84,30,9,20803,17510,26468,"(12195, -171)"
